pizza_id,order_id,order_date,,,
2314,1032,18-01-2015,,,
2315,1033,18-01-2015,,,
2316,1034,18-01-2015,,,
2317,1034,18-01-2015,,,
2318,1034,18-01-2015,,,
2319,1034,18-01-2015,,,
2320,1034,18-01-2015,,,
2321,1034,18-01-2015,,,
2322,1034,18-01-2015,,,
2323,1034,18-01-2015,,,
2324,1035,18-01-2015,,,
2325,1035,18-01-2015,,,
2326,1035,18-01-2015,,,
2327,1035,18-01-2015,,,
2328,1036,18-01-2015,,,
2329,1036,18-01-2015,,,
2330,1036,18-01-2015,,,
2331,1036,18-01-2015,,,
2332,1037,18-01-2015,,,
2333,1037,18-01-2015,,,
2334,1037,18-01-2015,,,
2335,1037,18-01-2015,,,
2336,1038,18-01-2015,,,
2337,1038,18-01-2015,,,
2338,1039,18-01-2015,,,
2339,1040,18-01-2015,,,
2340,1040,18-01-2015,,,
2341,1041,18-01-2015,,,
2342,1042,18-01-2015,,,
2343,1043,18-01-2015,,,
2344,1043,18-01-2015,,,
2345,1043,18-01-2015,,,
2346,1043,18-01-2015,,,
2347,1043,18-01-2015,,,
2348,1043,18-01-2015,,,
2349,1043,18-01-2015,,,
2350,1043,18-01-2015,,,
2351,1044,18-01-2015,,,
2352,1045,18-01-2015,,,
2353,1046,18-01-2015,,,
2354,1047,18-01-2015,,,
2355,1047,18-01-2015,,,
2356,1047,18-01-2015,,,
2357,1048,18-01-2015,,,
2358,1049,18-01-2015,,,
2359,1050,18-01-2015,,,
2360,1051,18-01-2015,,,
2361,1052,18-01-2015,,,
2362,1052,18-01-2015,,,
2363,1053,18-01-2015,,,
2364,1053,18-01-2015,,,
2365,1053,18-01-2015,,,
2366,1054,18-01-2015,,,
2367,1054,18-01-2015,,,
2368,1055,18-01-2015,,,
2369,1056,18-01-2015,,,
2370,1056,18-01-2015,,,
2371,1056,18-01-2015,,,
2372,1057,18-01-2015,,,
2373,1057,18-01-2015,,,
2374,1058,18-01-2015,,,
2375,1059,18-01-2015,,,
2376,1059,18-01-2015,,,
2377,1059,18-01-2015,,,
2378,1059,18-01-2015,,,
2379,1060,18-01-2015,,,
2380,1060,18-01-2015,,,
2381,1061,18-01-2015,,,
2382,1061,18-01-2015,,,
2383,1062,18-01-2015,,,
2384,1062,18-01-2015,,,
2385,1063,18-01-2015,,,
2386,1063,18-01-2015,,,
2387,1063,18-01-2015,,,
2388,1064,18-01-2015,,,
2389,1065,18-01-2015,,,
2390,1065,18-01-2015,,,
2391,1065,18-01-2015,,,
2392,1065,18-01-2015,,,
2393,1066,18-01-2015,,,
2394,1066,18-01-2015,,,
2395,1066,18-01-2015,,,
2396,1066,18-01-2015,,,
2397,1067,18-01-2015,,,
2398,1067,18-01-2015,,,
2399,1067,18-01-2015,,,
2400,1068,18-01-2015,,,
2401,1068,18-01-2015,,,
2402,1069,18-01-2015,,,
2403,1069,18-01-2015,,,
2404,1069,18-01-2015,,,
2405,1070,18-01-2015,,,
2406,1070,18-01-2015,,,
2407,1071,18-01-2015,,,
2408,1071,18-01-2015,,,
2409,1071,18-01-2015,,,
2410,1072,18-01-2015,,,
2411,1072,18-01-2015,,,
2412,1072,18-01-2015,,,
2413,1073,18-01-2015,,,
2414,1073,18-01-2015,,,
2415,1073,18-01-2015,,,
2416,1074,18-01-2015,,,
2417,1075,18-01-2015,,,
2418,1076,18-01-2015,,,
2419,1076,18-01-2015,,,
2420,1077,18-01-2015,,,
2421,1078,18-01-2015,,,
2422,1078,18-01-2015,,,
2423,1079,18-01-2015,,,
2424,1079,18-01-2015,,,
2425,1079,18-01-2015,,,
2426,1080,18-01-2015,,,
2427,1080,18-01-2015,,,
2428,1080,18-01-2015,,,
2429,1080,18-01-2015,,,
2430,1081,18-01-2015,,,
2431,1082,19-01-2015,,,
2432,1082,19-01-2015,,,
2433,1083,19-01-2015,,,
2434,1084,19-01-2015,,,
2435,1085,19-01-2015,,,
2436,1085,19-01-2015,,,
2437,1085,19-01-2015,,,
2438,1086,19-01-2015,,,
2439,1086,19-01-2015,,,
2440,1087,19-01-2015,,,
2441,1087,19-01-2015,,,
2442,1088,19-01-2015,,,
2443,1088,19-01-2015,,,
2444,1088,19-01-2015,,,
2445,1088,19-01-2015,,,
2446,1088,19-01-2015,,,
2447,1089,19-01-2015,,,
2448,1089,19-01-2015,,,
2449,1089,19-01-2015,,,
2450,1090,19-01-2015,,,
2451,1090,19-01-2015,,,
2452,1090,19-01-2015,,,
2453,1090,19-01-2015,,,
2454,1090,19-01-2015,,,
2455,1090,19-01-2015,,,
2456,1090,19-01-2015,,,
2457,1091,19-01-2015,,,
2458,1092,19-01-2015,,,
2459,1092,19-01-2015,,,
2460,1092,19-01-2015,,,
2461,1093,19-01-2015,,,
2462,1093,19-01-2015,,,
2463,1093,19-01-2015,,,
2464,1093,19-01-2015,,,
2465,1093,19-01-2015,,,
2466,1094,19-01-2015,,,
2467,1094,19-01-2015,,,
2468,1095,19-01-2015,,,
2469,1095,19-01-2015,,,
2470,1096,19-01-2015,,,
2471,1096,19-01-2015,,,
2472,1096,19-01-2015,,,
2473,1096,19-01-2015,,,
2474,1096,19-01-2015,,,
2475,1096,19-01-2015,,,
2476,1096,19-01-2015,,,
2477,1096,19-01-2015,,,
2478,1096,19-01-2015,,,
2479,1096,19-01-2015,,,
2480,1096,19-01-2015,,,
2481,1096,19-01-2015,,,
2482,1097,19-01-2015,,,
2483,1098,19-01-2015,,,
2484,1098,19-01-2015,,,
2485,1099,19-01-2015,,,
2486,1099,19-01-2015,,,
2487,1100,19-01-2015,,,
2488,1100,19-01-2015,,,
2489,1100,19-01-2015,,,
2490,1100,19-01-2015,,,
2491,1100,19-01-2015,,,
2492,1101,19-01-2015,,,
2493,1102,19-01-2015,,,
2494,1103,19-01-2015,,,
2495,1104,19-01-2015,,,
2496,1104,19-01-2015,,,
2497,1104,19-01-2015,,,
2498,1104,19-01-2015,,,
2499,1105,19-01-2015,,,
2500,1105,19-01-2015,,,
2501,1105,19-01-2015,,,
2502,1106,19-01-2015,,,
2503,1107,19-01-2015,,,
2504,1108,19-01-2015,,,
2505,1109,19-01-2015,,,
2506,1109,19-01-2015,,,
2507,1110,19-01-2015,,,
2508,1110,19-01-2015,,,
2509,1111,19-01-2015,,,
2510,1112,19-01-2015,,,
2511,1112,19-01-2015,,,
2512,1112,19-01-2015,,,
2513,1112,19-01-2015,,,
2514,1113,19-01-2015,,,
2515,1113,19-01-2015,,,
2516,1114,19-01-2015,,,
2517,1114,19-01-2015,,,
2518,1115,19-01-2015,,,
2519,1115,19-01-2015,,,
2520,1116,19-01-2015,,,
2521,1116,19-01-2015,,,
2522,1116,19-01-2015,,,
2523,1116,19-01-2015,,,
2524,1117,19-01-2015,,,
2525,1118,19-01-2015,,,
2526,1119,19-01-2015,,,
2527,1119,19-01-2015,,,
2528,1120,19-01-2015,,,
2529,1120,19-01-2015,,,
2530,1121,19-01-2015,,,
2531,1121,19-01-2015,,,
2532,1122,19-01-2015,,,
2533,1122,19-01-2015,,,
2534,1122,19-01-2015,,,
2535,1122,19-01-2015,,,
2536,1123,19-01-2015,,,
2537,1123,19-01-2015,,,
2538,1124,19-01-2015,,,
2539,1124,19-01-2015,,,
2540,1125,19-01-2015,,,
2541,1125,19-01-2015,,,
2542,1126,19-01-2015,,,
2543,1127,19-01-2015,,,
2544,1127,19-01-2015,,,
2545,1127,19-01-2015,,,
2546,1128,19-01-2015,,,
2547,1128,19-01-2015,,,
2548,1129,19-01-2015,,,
2549,1129,19-01-2015,,,
2550,1129,19-01-2015,,,
2551,1130,19-01-2015,,,
2552,1130,19-01-2015,,,
2553,1131,19-01-2015,,,
2554,1131,19-01-2015,,,
2555,1132,19-01-2015,,,
2556,1132,19-01-2015,,,
2557,1132,19-01-2015,,,
2558,1132,19-01-2015,,,
2559,1133,19-01-2015,,,
2560,1133,19-01-2015,,,
2561,1133,19-01-2015,,,
2562,1133,19-01-2015,,,
2563,1134,19-01-2015,,,
2564,1135,19-01-2015,,,
2565,1136,19-01-2015,,,
2566,1136,19-01-2015,,,
2567,1136,19-01-2015,,,
2568,1137,19-01-2015,,,
2569,1137,19-01-2015,,,
2570,1138,20-01-2015,,,
2571,1139,20-01-2015,,,
2572,1139,20-01-2015,,,
2573,1139,20-01-2015,,,
2574,1139,20-01-2015,,,
2575,1140,20-01-2015,,,
2576,1140,20-01-2015,,,
2577,1140,20-01-2015,,,
2578,1140,20-01-2015,,,
2579,1140,20-01-2015,,,
2580,1141,20-01-2015,,,
2581,1142,20-01-2015,,,
2582,1143,20-01-2015,,,
2583,1143,20-01-2015,,,
2584,1143,20-01-2015,,,
2585,1144,20-01-2015,,,
2586,1144,20-01-2015,,,
2587,1145,20-01-2015,,,
2588,1145,20-01-2015,,,
2589,1145,20-01-2015,,,
2590,1145,20-01-2015,,,
2591,1146,20-01-2015,,,
2592,1147,20-01-2015,,,
2593,1148,20-01-2015,,,
2594,1148,20-01-2015,,,
2595,1149,20-01-2015,,,
2596,1149,20-01-2015,,,
2597,1150,20-01-2015,,,
2598,1150,20-01-2015,,,
2599,1150,20-01-2015,,,
2600,1150,20-01-2015,,,
2601,1150,20-01-2015,,,
2602,1150,20-01-2015,,,
2603,1150,20-01-2015,,,
2604,1150,20-01-2015,,,
2605,1150,20-01-2015,,,
2606,1150,20-01-2015,,,
2607,1150,20-01-2015,,,
2608,1150,20-01-2015,,,
2609,1151,20-01-2015,,,
2610,1152,20-01-2015,,,
2611,1153,20-01-2015,,,
2612,1153,20-01-2015,,,
2613,1153,20-01-2015,,,
2614,1153,20-01-2015,,,
2615,1153,20-01-2015,,,
2616,1153,20-01-2015,,,
2617,1153,20-01-2015,,,
2618,1153,20-01-2015,,,
2619,1153,20-01-2015,,,
2620,1153,20-01-2015,,,
2621,1153,20-01-2015,,,
2622,1154,20-01-2015,,,
2623,1154,20-01-2015,,,
2624,1154,20-01-2015,,,
2625,1155,20-01-2015,,,
2626,1156,20-01-2015,,,
2627,1157,20-01-2015,,,
2628,1157,20-01-2015,,,
2629,1158,20-01-2015,,,
2630,1158,20-01-2015,,,
2631,1158,20-01-2015,,,
2632,1159,20-01-2015,,,
2633,1160,20-01-2015,,,
2634,1160,20-01-2015,,,
2635,1160,20-01-2015,,,
2636,1161,20-01-2015,,,
2637,1162,20-01-2015,,,
2638,1162,20-01-2015,,,
2639,1163,20-01-2015,,,
2640,1164,20-01-2015,,,
2641,1164,20-01-2015,,,
2642,1165,20-01-2015,,,
2643,1165,20-01-2015,,,
2644,1166,20-01-2015,,,
2645,1167,20-01-2015,,,
2646,1168,20-01-2015,,,
2647,1169,20-01-2015,,,
2648,1169,20-01-2015,,,
2649,1169,20-01-2015,,,
2650,1170,20-01-2015,,,
2651,1171,20-01-2015,,,
2652,1172,20-01-2015,,,
2653,1172,20-01-2015,,,
2654,1173,20-01-2015,,,
2655,1173,20-01-2015,,,
2656,1174,20-01-2015,,,
2657,1174,20-01-2015,,,
2658,1175,20-01-2015,,,
2659,1175,20-01-2015,,,
2660,1175,20-01-2015,,,
2661,1175,20-01-2015,,,
2662,1176,20-01-2015,,,
2663,1176,20-01-2015,,,
2664,1176,20-01-2015,,,
2665,1176,20-01-2015,,,
2666,1177,20-01-2015,,,
2667,1177,20-01-2015,,,
2668,1178,20-01-2015,,,
2669,1179,20-01-2015,,,
2670,1180,20-01-2015,,,
2671,1180,20-01-2015,,,
2672,1181,20-01-2015,,,
2673,1182,20-01-2015,,,
2674,1182,20-01-2015,,,
2675,1182,20-01-2015,,,
2676,1182,20-01-2015,,,
2677,1183,20-01-2015,,,
2678,1183,20-01-2015,,,
2679,1184,20-01-2015,,,
2680,1185,20-01-2015,,,
2681,1186,20-01-2015,,,
2682,1186,20-01-2015,,,
2683,1187,20-01-2015,,,
2684,1188,20-01-2015,,,
2685,1189,20-01-2015,,,
2686,1190,20-01-2015,,,
2687,1190,20-01-2015,,,
2688,1191,20-01-2015,,,
2689,1191,20-01-2015,,,
2690,1192,20-01-2015,,,
2691,1193,20-01-2015,,,
2692,1193,20-01-2015,,,
2693,1193,20-01-2015,,,
2694,1193,20-01-2015,,,
2695,1194,20-01-2015,,,
2696,1194,20-01-2015,,,
2697,1195,20-01-2015,,,
2698,1195,20-01-2015,,,
2699,1195,20-01-2015,,,
2700,1196,20-01-2015,,,
2701,1196,20-01-2015,,,
2702,1197,20-01-2015,,,
2703,1198,20-01-2015,,,
2704,1199,20-01-2015,,,
2705,1200,20-01-2015,,,
2706,1200,20-01-2015,,,
2707,1201,20-01-2015,,,
2708,1201,20-01-2015,,,
2709,1202,21-01-2015,,,
2710,1203,21-01-2015,,,
2711,1204,21-01-2015,,,
2712,1204,21-01-2015,,,
2713,1204,21-01-2015,,,
2714,1204,21-01-2015,,,
2715,1205,21-01-2015,,,
2716,1206,21-01-2015,,,
2717,1206,21-01-2015,,,
2718,1206,21-01-2015,,,
2719,1206,21-01-2015,,,
2720,1206,21-01-2015,,,
2721,1206,21-01-2015,,,
2722,1206,21-01-2015,,,
2723,1206,21-01-2015,,,
2724,1206,21-01-2015,,,
2725,1206,21-01-2015,,,
2726,1207,21-01-2015,,,
2727,1207,21-01-2015,,,
2728,1208,21-01-2015,,,
2729,1209,21-01-2015,,,
2730,1209,21-01-2015,,,
2731,1210,21-01-2015,,,
2732,1211,21-01-2015,,,
2733,1212,21-01-2015,,,
2734,1212,21-01-2015,,,
2735,1213,21-01-2015,,,
2736,1213,21-01-2015,,,
2737,1214,21-01-2015,,,
2738,1214,21-01-2015,,,
2739,1214,21-01-2015,,,
2740,1214,21-01-2015,,,
2741,1214,21-01-2015,,,
2742,1214,21-01-2015,,,
2743,1214,21-01-2015,,,
2744,1214,21-01-2015,,,
2745,1214,21-01-2015,,,
2746,1214,21-01-2015,,,
2747,1214,21-01-2015,,,
2748,1215,21-01-2015,,,
2749,1216,21-01-2015,,,
2750,1217,21-01-2015,,,
2751,1218,21-01-2015,,,
2752,1218,21-01-2015,,,
2753,1218,21-01-2015,,,
2754,1218,21-01-2015,,,
2755,1219,21-01-2015,,,
2756,1219,21-01-2015,,,
2757,1219,21-01-2015,,,
2758,1219,21-01-2015,,,
2759,1220,21-01-2015,,,
2760,1221,21-01-2015,,,
2761,1221,21-01-2015,,,
2762,1222,21-01-2015,,,
2763,1222,21-01-2015,,,
2764,1223,21-01-2015,,,
2765,1224,21-01-2015,,,
2766,1224,21-01-2015,,,
2767,1225,21-01-2015,,,
2768,1225,21-01-2015,,,
2769,1226,21-01-2015,,,
2770,1226,21-01-2015,,,
2771,1226,21-01-2015,,,
2772,1226,21-01-2015,,,
2773,1227,21-01-2015,,,
2774,1228,21-01-2015,,,
2775,1228,21-01-2015,,,
2776,1229,21-01-2015,,,
2777,1230,21-01-2015,,,
2778,1230,21-01-2015,,,
2779,1230,21-01-2015,,,
2780,1230,21-01-2015,,,
2781,1231,21-01-2015,,,
2782,1231,21-01-2015,,,
2783,1232,21-01-2015,,,
2784,1232,21-01-2015,,,
2785,1232,21-01-2015,,,
2786,1232,21-01-2015,,,
2787,1233,21-01-2015,,,
2788,1233,21-01-2015,,,
2789,1233,21-01-2015,,,
2790,1233,21-01-2015,,,
2791,1234,21-01-2015,,,
2792,1234,21-01-2015,,,
2793,1235,21-01-2015,,,
2794,1235,21-01-2015,,,
2795,1235,21-01-2015,,,
2796,1236,21-01-2015,,,
2797,1237,21-01-2015,,,
2798,1237,21-01-2015,,,
2799,1238,21-01-2015,,,
2800,1238,21-01-2015,,,
2801,1238,21-01-2015,,,
2802,1238,21-01-2015,,,
2803,1239,21-01-2015,,,
2804,1240,21-01-2015,,,
2805,1240,21-01-2015,,,
2806,1240,21-01-2015,,,
2807,1241,21-01-2015,,,
2808,1241,21-01-2015,,,
2809,1241,21-01-2015,,,
2810,1242,21-01-2015,,,
2811,1242,21-01-2015,,,
2812,1242,21-01-2015,,,
2813,1242,21-01-2015,,,
2814,1243,21-01-2015,,,
2815,1243,21-01-2015,,,
2816,1244,21-01-2015,,,
2817,1244,21-01-2015,,,
2818,1244,21-01-2015,,,
2819,1244,21-01-2015,,,
2820,1245,21-01-2015,,,
2821,1246,21-01-2015,,,
2822,1246,21-01-2015,,,
2823,1246,21-01-2015,,,
2824,1247,21-01-2015,,,
2825,1247,21-01-2015,,,
2826,1247,21-01-2015,,,
2827,1248,21-01-2015,,,
2828,1249,21-01-2015,,,
2829,1249,21-01-2015,,,
2830,1250,21-01-2015,,,
2831,1250,21-01-2015,,,
2832,1250,21-01-2015,,,
2833,1250,21-01-2015,,,
2834,1251,21-01-2015,,,
2835,1252,21-01-2015,,,
2836,1253,22-01-2015,,,
2837,1253,22-01-2015,,,
2838,1254,22-01-2015,,,
2839,1254,22-01-2015,,,
2840,1255,22-01-2015,,,
2841,1255,22-01-2015,,,
2842,1255,22-01-2015,,,
2843,1256,22-01-2015,,,
2844,1257,22-01-2015,,,
2845,1257,22-01-2015,,,
2846,1257,22-01-2015,,,
2847,1258,22-01-2015,,,
2848,1259,22-01-2015,,,
2849,1260,22-01-2015,,,
2850,1261,22-01-2015,,,
2851,1261,22-01-2015,,,
2852,1261,22-01-2015,,,
2853,1261,22-01-2015,,,
2854,1262,22-01-2015,,,
2855,1263,22-01-2015,,,
2856,1264,22-01-2015,,,
2857,1264,22-01-2015,,,
2858,1265,22-01-2015,,,
2859,1265,22-01-2015,,,
2860,1265,22-01-2015,,,
2861,1265,22-01-2015,,,
2862,1265,22-01-2015,,,
2863,1265,22-01-2015,,,
2864,1265,22-01-2015,,,
2865,1265,22-01-2015,,,
2866,1265,22-01-2015,,,
2867,1265,22-01-2015,,,
2868,1265,22-01-2015,,,
2869,1266,22-01-2015,,,
2870,1266,22-01-2015,,,
2871,1267,22-01-2015,,,
2872,1268,22-01-2015,,,
2873,1268,22-01-2015,,,
2874,1268,22-01-2015,,,
2875,1269,22-01-2015,,,
2876,1270,22-01-2015,,,
2877,1271,22-01-2015,,,
2878,1271,22-01-2015,,,
2879,1271,22-01-2015,,,
2880,1272,22-01-2015,,,
2881,1272,22-01-2015,,,
2882,1273,22-01-2015,,,
2883,1274,22-01-2015,,,
2884,1274,22-01-2015,,,
2885,1274,22-01-2015,,,
2886,1274,22-01-2015,,,
2887,1274,22-01-2015,,,
2888,1274,22-01-2015,,,
2889,1274,22-01-2015,,,
2890,1274,22-01-2015,,,
2891,1274,22-01-2015,,,
2892,1274,22-01-2015,,,
2893,1274,22-01-2015,,,
2894,1274,22-01-2015,,,
2895,1274,22-01-2015,,,
2896,1275,22-01-2015,,,
2897,1276,22-01-2015,,,
2898,1277,22-01-2015,,,
2899,1277,22-01-2015,,,
2900,1278,22-01-2015,,,
2901,1278,22-01-2015,,,
2902,1278,22-01-2015,,,
2903,1278,22-01-2015,,,
2904,1279,22-01-2015,,,
2905,1279,22-01-2015,,,
2906,1280,22-01-2015,,,
2907,1281,22-01-2015,,,
2908,1282,22-01-2015,,,
2909,1282,22-01-2015,,,
2910,1283,22-01-2015,,,
2911,1283,22-01-2015,,,
2912,1283,22-01-2015,,,
2913,1283,22-01-2015,,,
2914,1284,22-01-2015,,,
2915,1284,22-01-2015,,,
2916,1285,22-01-2015,,,
2917,1285,22-01-2015,,,
2918,1286,22-01-2015,,,
2919,1286,22-01-2015,,,
2920,1287,22-01-2015,,,
2921,1288,22-01-2015,,,
2922,1289,22-01-2015,,,
2923,1289,22-01-2015,,,
2924,1290,22-01-2015,,,
2925,1290,22-01-2015,,,
2926,1290,22-01-2015,,,
2927,1290,22-01-2015,,,
2928,1291,22-01-2015,,,
2929,1291,22-01-2015,,,
2930,1291,22-01-2015,,,
2931,1291,22-01-2015,,,
2932,1292,22-01-2015,,,
2933,1292,22-01-2015,,,
2934,1293,22-01-2015,,,
2935,1294,22-01-2015,,,
2936,1294,22-01-2015,,,
2937,1295,22-01-2015,,,
2938,1295,22-01-2015,,,
2939,1295,22-01-2015,,,
2940,1296,22-01-2015,,,
2941,1296,22-01-2015,,,
2942,1297,22-01-2015,,,
2943,1297,22-01-2015,,,
2944,1297,22-01-2015,,,
2945,1297,22-01-2015,,,
2946,1298,22-01-2015,,,
2947,1298,22-01-2015,,,
2948,1298,22-01-2015,,,
2949,1299,22-01-2015,,,
2950,1299,22-01-2015,,,
2951,1299,22-01-2015,,,
2952,1300,22-01-2015,,,
2953,1300,22-01-2015,,,
2954,1301,22-01-2015,,,
2955,1301,22-01-2015,,,
2956,1301,22-01-2015,,,
2957,1301,22-01-2015,,,
2958,1302,22-01-2015,,,
2959,1302,22-01-2015,,,
2960,1303,22-01-2015,,,
2961,1303,22-01-2015,,,
2962,1303,22-01-2015,,,
2963,1303,22-01-2015,,,
2964,1304,22-01-2015,,,
2965,1305,22-01-2015,,,
2966,1306,22-01-2015,,,
2967,1306,22-01-2015,,,
2968,1307,22-01-2015,,,
2969,1308,22-01-2015,,,
2970,1309,22-01-2015,,,
2971,1310,22-01-2015,,,
2972,1310,22-01-2015,,,
2973,1311,22-01-2015,,,
2974,1311,22-01-2015,,,
2975,1312,22-01-2015,,,
2976,1313,22-01-2015,,,
2977,1314,22-01-2015,,,
2978,1314,22-01-2015,,,
2979,1314,22-01-2015,,,
2980,1315,22-01-2015,,,
2981,1315,22-01-2015,,,
2982,1316,22-01-2015,,,
2983,1317,22-01-2015,,,
2984,1318,22-01-2015,,,
2985,1318,22-01-2015,,,
2986,1319,22-01-2015,,,
2987,1319,22-01-2015,,,
2988,1319,22-01-2015,,,
2989,1320,22-01-2015,,,
2990,1320,22-01-2015,,,
2991,1321,23-01-2015,,,
2992,1321,23-01-2015,,,
2993,1321,23-01-2015,,,
2994,1322,23-01-2015,,,
2995,1322,23-01-2015,,,
2996,1323,23-01-2015,,,
2997,1323,23-01-2015,,,
2998,1323,23-01-2015,,,
2999,1323,23-01-2015,,,
3000,1323,23-01-2015,,,
3001,1323,23-01-2015,,,
3002,1323,23-01-2015,,,
3003,1323,23-01-2015,,,
3004,1323,23-01-2015,,,
3005,1324,23-01-2015,,,
3006,1324,23-01-2015,,,
3007,1324,23-01-2015,,,
3008,1325,23-01-2015,,,
3009,1325,23-01-2015,,,
3010,1325,23-01-2015,,,
3011,1326,23-01-2015,,,
3012,1326,23-01-2015,,,
3013,1327,23-01-2015,,,
3014,1328,23-01-2015,,,
3015,1329,23-01-2015,,,
3016,1330,23-01-2015,,,
3017,1330,23-01-2015,,,
3018,1331,23-01-2015,,,
3019,1331,23-01-2015,,,
3020,1331,23-01-2015,,,
3021,1332,23-01-2015,,,
3022,1333,23-01-2015,,,
3023,1333,23-01-2015,,,
3024,1334,23-01-2015,,,
3025,1335,23-01-2015,,,
3026,1336,23-01-2015,,,
3027,1337,23-01-2015,,,
3028,1338,23-01-2015,,,
3029,1338,23-01-2015,,,
3030,1338,23-01-2015,,,
3031,1339,23-01-2015,,,
3032,1339,23-01-2015,,,
3033,1340,23-01-2015,,,
3034,1340,23-01-2015,,,
3035,1340,23-01-2015,,,
3036,1340,23-01-2015,,,
3037,1340,23-01-2015,,,
3038,1340,23-01-2015,,,
3039,1341,23-01-2015,,,
3040,1341,23-01-2015,,,
3041,1341,23-01-2015,,,
3042,1341,23-01-2015,,,
3043,1342,23-01-2015,,,
3044,1343,23-01-2015,,,
3045,1344,23-01-2015,,,
3046,1345,23-01-2015,,,
3047,1345,23-01-2015,,,
3048,1346,23-01-2015,,,
3049,1346,23-01-2015,,,
3050,1347,23-01-2015,,,
3051,1347,23-01-2015,,,
3052,1347,23-01-2015,,,
3053,1348,23-01-2015,,,
3054,1349,23-01-2015,,,
3055,1349,23-01-2015,,,
3056,1350,23-01-2015,,,
3057,1350,23-01-2015,,,
3058,1351,23-01-2015,,,
3059,1351,23-01-2015,,,
3060,1352,23-01-2015,,,
3061,1352,23-01-2015,,,
3062,1352,23-01-2015,,,
3063,1353,23-01-2015,,,
3064,1353,23-01-2015,,,
3065,1354,23-01-2015,,,
3066,1355,23-01-2015,,,
3067,1355,23-01-2015,,,
3068,1356,23-01-2015,,,
3069,1356,23-01-2015,,,
3070,1357,23-01-2015,,,
3071,1357,23-01-2015,,,
3072,1358,23-01-2015,,,
3073,1359,23-01-2015,,,
3074,1360,23-01-2015,,,
3075,1361,23-01-2015,,,
3076,1361,23-01-2015,,,
3077,1362,23-01-2015,,,
3078,1362,23-01-2015,,,
3079,1363,23-01-2015,,,
3080,1363,23-01-2015,,,
3081,1363,23-01-2015,,,
3082,1363,23-01-2015,,,
3083,1364,23-01-2015,,,
3084,1364,23-01-2015,,,
3085,1364,23-01-2015,,,
3086,1365,23-01-2015,,,
3087,1366,23-01-2015,,,
3088,1366,23-01-2015,,,
3089,1367,23-01-2015,,,
3090,1367,23-01-2015,,,
3091,1367,23-01-2015,,,
3092,1367,23-01-2015,,,
3093,1368,23-01-2015,,,
3094,1368,23-01-2015,,,
3095,1369,23-01-2015,,,
3096,1369,23-01-2015,,,
3097,1370,23-01-2015,,,
3098,1370,23-01-2015,,,
3099,1371,23-01-2015,,,
3100,1372,23-01-2015,,,
3101,1372,23-01-2015,,,
3102,1373,23-01-2015,,,
3103,1373,23-01-2015,,,
3104,1374,23-01-2015,,,
3105,1374,23-01-2015,,,
3106,1375,23-01-2015,,,
3107,1375,23-01-2015,,,
3108,1375,23-01-2015,,,
3109,1376,23-01-2015,,,
3110,1377,23-01-2015,,,
3111,1377,23-01-2015,,,
3112,1377,23-01-2015,,,
3113,1377,23-01-2015,,,
3114,1378,23-01-2015,,,
3115,1378,23-01-2015,,,
3116,1379,23-01-2015,,,
3117,1379,23-01-2015,,,
3118,1379,23-01-2015,,,
3119,1380,23-01-2015,,,
3120,1380,23-01-2015,,,
3121,1380,23-01-2015,,,
3122,1381,23-01-2015,,,
3123,1381,23-01-2015,,,
3124,1381,23-01-2015,,,
3125,1382,23-01-2015,,,
3126,1382,23-01-2015,,,
3127,1382,23-01-2015,,,
3128,1383,23-01-2015,,,
3129,1384,23-01-2015,,,
3130,1384,23-01-2015,,,
3131,1385,23-01-2015,,,
3132,1385,23-01-2015,,,
3133,1386,23-01-2015,,,
3134,1386,23-01-2015,,,
3135,1387,23-01-2015,,,
3136,1387,23-01-2015,,,
3137,1387,23-01-2015,,,
3138,1388,23-01-2015,,,
3139,1389,23-01-2015,,,
3140,1390,24-01-2015,,,
3141,1391,24-01-2015,,,
3142,1391,24-01-2015,,,
3143,1391,24-01-2015,,,
3144,1391,24-01-2015,,,
3145,1392,24-01-2015,,,
3146,1392,24-01-2015,,,
3147,1393,24-01-2015,,,
3148,1393,24-01-2015,,,
3149,1394,24-01-2015,,,
3150,1395,24-01-2015,,,
3151,1396,24-01-2015,,,
3152,1397,24-01-2015,,,
3153,1398,24-01-2015,,,
3154,1398,24-01-2015,,,
3155,1398,24-01-2015,,,
3156,1398,24-01-2015,,,
3157,1398,24-01-2015,,,
3158,1398,24-01-2015,,,
3159,1399,24-01-2015,,,
3160,1399,24-01-2015,,,
3161,1399,24-01-2015,,,
3162,1399,24-01-2015,,,
3163,1400,24-01-2015,,,
3164,1401,24-01-2015,,,
3165,1402,24-01-2015,,,
3166,1402,24-01-2015,,,
3167,1402,24-01-2015,,,
3168,1403,24-01-2015,,,
3169,1404,24-01-2015,,,
3170,1404,24-01-2015,,,
3171,1405,24-01-2015,,,
3172,1405,24-01-2015,,,
3173,1405,24-01-2015,,,
3174,1406,24-01-2015,,,
3175,1407,24-01-2015,,,
3176,1408,24-01-2015,,,
3177,1408,24-01-2015,,,
3178,1409,24-01-2015,,,
3179,1410,24-01-2015,,,
3180,1410,24-01-2015,,,
3181,1410,24-01-2015,,,
3182,1411,24-01-2015,,,
3183,1411,24-01-2015,,,
3184,1411,24-01-2015,,,
3185,1412,24-01-2015,,,
3186,1412,24-01-2015,,,
